gart_threshold,min_cells,expression_threshold,source,interaction_name,omitted_donor,median_difference,positive_direction,n
2,30,0.2,Myeloid,MIF_CD74_CD44,SCP259_N106,0.00682547513034051,TRUE,6
2,30,0.2,Myeloid,MIF_CD74_CD44,SCP259_N111,0.00291066037650822,TRUE,6
2,30,0.2,Myeloid,MIF_CD74_CD44,SCP259_N23,0.00291066037650822,TRUE,6
2,30,0.2,Myeloid,MIF_CD74_CD44,SCP259_N44,0.00520621766704617,TRUE,6
2,30,0.2,Myeloid,MIF_CD74_CD44,SCP259_N49,0.00682547513034051,TRUE,6
2,30,0.2,Myeloid,MIF_CD74_CD44,SCP259_N50,0.00682547513034051,TRUE,6
2,30,0.2,Myeloid,MIF_CD74_CD44,SCP259_N9,0.00291066037650822,TRUE,6
1,10,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N106,0.0124307010490078,TRUE,11
1,10,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N111,0.0110253794662811,TRUE,11
1,10,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N23,0.0110253794662811,TRUE,11
1,10,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N24,0.0124307010490078,TRUE,11
1,10,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N44,0.0124307010490078,TRUE,11
1,10,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N49,0.0124307010490078,TRUE,11
1,10,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N50,0.0124307010490078,TRUE,11
1,10,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N52,0.0110253794662811,TRUE,11
1,10,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N539,0.0110253794662811,TRUE,11
1,10,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N58,0.0110253794662811,TRUE,11
1,10,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N661,0.0110253794662811,TRUE,11
1,10,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N9,0.0124307010490078,TRUE,11
2,10,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N106,0.0178741569482883,TRUE,10
2,10,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N111,0.0147066244661973,TRUE,10
2,10,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N23,0.0147066244661973,TRUE,10
2,10,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N24,0.0173183741705691,TRUE,10
2,10,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N44,0.0178741569482883,TRUE,10
2,10,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N49,0.0178741569482883,TRUE,10
2,10,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N50,0.0178741569482883,TRUE,10
2,10,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N539,0.0147066244661973,TRUE,10
2,10,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N58,0.0147066244661973,TRUE,10
2,10,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N661,0.0147066244661973,TRUE,10
2,10,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N9,0.0178741569482883,TRUE,10
1,20,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N106,0.0125327456819259,TRUE,10
1,20,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N111,0.00914074574183454,TRUE,10
1,20,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N23,0.00914074574183454,TRUE,10
1,20,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N24,0.0106481119574793,TRUE,10
1,20,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N44,0.0125327456819259,TRUE,10
1,20,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N49,0.0125327456819259,TRUE,10
1,20,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N50,0.0125327456819259,TRUE,10
1,20,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N539,0.00914074574183454,TRUE,10
1,20,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N58,0.00914074574183454,TRUE,10
1,20,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N661,0.00914074574183454,TRUE,10
1,20,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N9,0.0125327456819259,TRUE,10
2,20,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N106,0.0178741569482883,TRUE,10
2,20,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N111,0.0147066244661973,TRUE,10
2,20,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N23,0.0147066244661973,TRUE,10
2,20,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N24,0.0173183741705691,TRUE,10
2,20,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N44,0.0178741569482883,TRUE,10
2,20,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N49,0.0178741569482883,TRUE,10
2,20,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N50,0.0178741569482883,TRUE,10
2,20,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N539,0.0147066244661973,TRUE,10
2,20,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N58,0.0147066244661973,TRUE,10
2,20,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N661,0.0147066244661973,TRUE,10
2,20,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N9,0.0178741569482883,TRUE,10
1,30,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N106,0.0125327456819259,TRUE,10
1,30,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N111,0.00914074574183454,TRUE,10
1,30,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N23,0.00914074574183454,TRUE,10
1,30,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N24,0.0106481119574793,TRUE,10
1,30,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N44,0.0125327456819259,TRUE,10
1,30,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N49,0.0125327456819259,TRUE,10
1,30,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N50,0.0125327456819259,TRUE,10
1,30,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N539,0.00914074574183454,TRUE,10
1,30,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N58,0.00914074574183454,TRUE,10
1,30,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N661,0.00914074574183454,TRUE,10
1,30,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N9,0.0125327456819259,TRUE,10
2,30,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N106,0.0152624072439166,TRUE,9
2,30,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N111,0.0141508416884781,TRUE,9
2,30,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N23,0.0141508416884781,TRUE,9
2,30,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N24,0.0141508416884781,TRUE,9
2,30,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N44,0.0152624072439166,TRUE,9
2,30,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N49,0.0152624072439166,TRUE,9
2,30,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N50,0.0152624072439166,TRUE,9
2,30,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N58,0.0141508416884781,TRUE,9
2,30,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N661,0.0141508416884781,TRUE,9
2,30,0.05,Other epithelial,MIF_CD74_CD44,SCP259_N9,0.0152624072439166,TRUE,9
1,10,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N106,0.0124307010490078,TRUE,11
1,10,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N111,0.0110253794662811,TRUE,11
1,10,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N23,0.0110253794662811,TRUE,11
1,10,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N24,0.0124307010490078,TRUE,11
1,10,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N44,0.0124307010490078,TRUE,11
1,10,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N49,0.0124307010490078,TRUE,11
1,10,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N50,0.0124307010490078,TRUE,11
1,10,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N52,0.0110253794662811,TRUE,11
1,10,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N539,0.0110253794662811,TRUE,11
1,10,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N58,0.0110253794662811,TRUE,11
1,10,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N661,0.0110253794662811,TRUE,11
1,10,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N9,0.0124307010490078,TRUE,11
2,10,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N106,0.0178741569482883,TRUE,10
2,10,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N111,0.0147066244661973,TRUE,10
2,10,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N23,0.0147066244661973,TRUE,10
2,10,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N24,0.0173183741705691,TRUE,10
2,10,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N44,0.0178741569482883,TRUE,10
2,10,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N49,0.0178741569482883,TRUE,10
2,10,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N50,0.0178741569482883,TRUE,10
2,10,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N539,0.0147066244661973,TRUE,10
2,10,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N58,0.0147066244661973,TRUE,10
2,10,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N661,0.0147066244661973,TRUE,10
2,10,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N9,0.0178741569482883,TRUE,10
1,20,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N106,0.0125327456819259,TRUE,10
1,20,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N111,0.00914074574183454,TRUE,10
1,20,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N23,0.00914074574183454,TRUE,10
1,20,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N24,0.0106481119574793,TRUE,10
1,20,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N44,0.0125327456819259,TRUE,10
1,20,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N49,0.0125327456819259,TRUE,10
1,20,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N50,0.0125327456819259,TRUE,10
1,20,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N539,0.00914074574183454,TRUE,10
1,20,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N58,0.00914074574183454,TRUE,10
1,20,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N661,0.00914074574183454,TRUE,10
1,20,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N9,0.0125327456819259,TRUE,10
2,20,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N106,0.0178741569482883,TRUE,10
2,20,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N111,0.0147066244661973,TRUE,10
2,20,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N23,0.0147066244661973,TRUE,10
2,20,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N24,0.0173183741705691,TRUE,10
2,20,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N44,0.0178741569482883,TRUE,10
2,20,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N49,0.0178741569482883,TRUE,10
2,20,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N50,0.0178741569482883,TRUE,10
2,20,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N539,0.0147066244661973,TRUE,10
2,20,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N58,0.0147066244661973,TRUE,10
2,20,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N661,0.0147066244661973,TRUE,10
2,20,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N9,0.0178741569482883,TRUE,10
1,30,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N106,0.0125327456819259,TRUE,10
1,30,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N111,0.00914074574183454,TRUE,10
1,30,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N23,0.00914074574183454,TRUE,10
1,30,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N24,0.0106481119574793,TRUE,10
1,30,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N44,0.0125327456819259,TRUE,10
1,30,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N49,0.0125327456819259,TRUE,10
1,30,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N50,0.0125327456819259,TRUE,10
1,30,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N539,0.00914074574183454,TRUE,10
1,30,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N58,0.00914074574183454,TRUE,10
1,30,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N661,0.00914074574183454,TRUE,10
1,30,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N9,0.0125327456819259,TRUE,10
2,30,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N106,0.0152624072439166,TRUE,9
2,30,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N111,0.0141508416884781,TRUE,9
2,30,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N23,0.0141508416884781,TRUE,9
2,30,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N24,0.0141508416884781,TRUE,9
2,30,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N44,0.0152624072439166,TRUE,9
2,30,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N49,0.0152624072439166,TRUE,9
2,30,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N50,0.0152624072439166,TRUE,9
2,30,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N58,0.0141508416884781,TRUE,9
2,30,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N661,0.0141508416884781,TRUE,9
2,30,0.1,Other epithelial,MIF_CD74_CD44,SCP259_N9,0.0152624072439166,TRUE,9
1,10,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N106,0.0124307010490078,TRUE,11
1,10,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N111,0.0110253794662811,TRUE,11
1,10,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N23,0.0110253794662811,TRUE,11
1,10,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N24,0.0124307010490078,TRUE,11
1,10,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N44,0.0124307010490078,TRUE,11
1,10,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N49,0.0124307010490078,TRUE,11
1,10,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N50,0.0124307010490078,TRUE,11
1,10,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N52,0.0110253794662811,TRUE,11
1,10,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N539,0.0110253794662811,TRUE,11
1,10,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N58,0.0110253794662811,TRUE,11
1,10,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N661,0.0110253794662811,TRUE,11
1,10,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N9,0.0124307010490078,TRUE,11
2,10,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N106,0.0178741569482883,TRUE,10
2,10,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N111,0.0147066244661973,TRUE,10
2,10,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N23,0.0147066244661973,TRUE,10
2,10,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N24,0.0173183741705691,TRUE,10
2,10,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N44,0.0178741569482883,TRUE,10
2,10,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N49,0.0178741569482883,TRUE,10
2,10,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N50,0.0178741569482883,TRUE,10
2,10,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N539,0.0147066244661973,TRUE,10
2,10,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N58,0.0147066244661973,TRUE,10
2,10,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N661,0.0147066244661973,TRUE,10
2,10,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N9,0.0178741569482883,TRUE,10
1,20,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N106,0.0125327456819259,TRUE,10
1,20,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N111,0.00914074574183454,TRUE,10
1,20,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N23,0.00914074574183454,TRUE,10
1,20,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N24,0.0106481119574793,TRUE,10
1,20,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N44,0.0125327456819259,TRUE,10
1,20,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N49,0.0125327456819259,TRUE,10
1,20,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N50,0.0125327456819259,TRUE,10
1,20,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N539,0.00914074574183454,TRUE,10
1,20,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N58,0.00914074574183454,TRUE,10
1,20,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N661,0.00914074574183454,TRUE,10
1,20,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N9,0.0125327456819259,TRUE,10
2,20,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N106,0.0178741569482883,TRUE,10
2,20,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N111,0.0147066244661973,TRUE,10
2,20,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N23,0.0147066244661973,TRUE,10
2,20,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N24,0.0173183741705691,TRUE,10
2,20,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N44,0.0178741569482883,TRUE,10
2,20,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N49,0.0178741569482883,TRUE,10
2,20,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N50,0.0178741569482883,TRUE,10
2,20,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N539,0.0147066244661973,TRUE,10
2,20,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N58,0.0147066244661973,TRUE,10
2,20,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N661,0.0147066244661973,TRUE,10
2,20,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N9,0.0178741569482883,TRUE,10
1,30,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N106,0.0125327456819259,TRUE,10
1,30,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N111,0.00914074574183454,TRUE,10
1,30,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N23,0.00914074574183454,TRUE,10
1,30,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N24,0.0106481119574793,TRUE,10
1,30,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N44,0.0125327456819259,TRUE,10
1,30,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N49,0.0125327456819259,TRUE,10
1,30,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N50,0.0125327456819259,TRUE,10
1,30,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N539,0.00914074574183454,TRUE,10
1,30,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N58,0.00914074574183454,TRUE,10
1,30,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N661,0.00914074574183454,TRUE,10
1,30,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N9,0.0125327456819259,TRUE,10
2,30,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N106,0.0152624072439166,TRUE,9
2,30,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N111,0.0141508416884781,TRUE,9
2,30,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N23,0.0141508416884781,TRUE,9
2,30,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N24,0.0141508416884781,TRUE,9
2,30,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N44,0.0152624072439166,TRUE,9
2,30,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N49,0.0152624072439166,TRUE,9
2,30,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N50,0.0152624072439166,TRUE,9
2,30,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N58,0.0141508416884781,TRUE,9
2,30,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N661,0.0141508416884781,TRUE,9
2,30,0.2,Other epithelial,MIF_CD74_CD44,SCP259_N9,0.0152624072439166,TRUE,9
1,10,0.05,T/NK,MIF_CD74_CD44,SCP259_N106,0.00758725935632313,TRUE,11
1,10,0.05,T/NK,MIF_CD74_CD44,SCP259_N111,0.00581695660200612,TRUE,11
1,10,0.05,T/NK,MIF_CD74_CD44,SCP259_N23,0.00581695660200612,TRUE,11
1,10,0.05,T/NK,MIF_CD74_CD44,SCP259_N24,0.00758725935632313,TRUE,11
1,10,0.05,T/NK,MIF_CD74_CD44,SCP259_N44,0.00758725935632313,TRUE,11
1,10,0.05,T/NK,MIF_CD74_CD44,SCP259_N49,0.00758725935632313,TRUE,11
1,10,0.05,T/NK,MIF_CD74_CD44,SCP259_N50,0.00758725935632313,TRUE,11
1,10,0.05,T/NK,MIF_CD74_CD44,SCP259_N52,0.00581695660200612,TRUE,11
1,10,0.05,T/NK,MIF_CD74_CD44,SCP259_N539,0.00581695660200612,TRUE,11
1,10,0.05,T/NK,MIF_CD74_CD44,SCP259_N58,0.00581695660200612,TRUE,11
1,10,0.05,T/NK,MIF_CD74_CD44,SCP259_N661,0.00581695660200612,TRUE,11
1,10,0.05,T/NK,MIF_CD74_CD44,SCP259_N9,0.00758725935632313,TRUE,11
2,10,0.05,T/NK,MIF_CD74_CD44,SCP259_N106,0.0117664886380824,TRUE,10
2,10,0.05,T/NK,MIF_CD74_CD44,SCP259_N111,0.0093759243251424,TRUE,10
2,10,0.05,T/NK,MIF_CD74_CD44,SCP259_N23,0.0093759243251424,TRUE,10
2,10,0.05,T/NK,MIF_CD74_CD44,SCP259_N24,0.0117664886380824,TRUE,10
2,10,0.05,T/NK,MIF_CD74_CD44,SCP259_N44,0.0117664886380824,TRUE,10
2,10,0.05,T/NK,MIF_CD74_CD44,SCP259_N49,0.0117664886380824,TRUE,10
2,10,0.05,T/NK,MIF_CD74_CD44,SCP259_N50,0.0117664886380824,TRUE,10
2,10,0.05,T/NK,MIF_CD74_CD44,SCP259_N539,0.0093759243251424,TRUE,10
2,10,0.05,T/NK,MIF_CD74_CD44,SCP259_N58,0.0093759243251424,TRUE,10
2,10,0.05,T/NK,MIF_CD74_CD44,SCP259_N661,0.0093759243251424,TRUE,10
2,10,0.05,T/NK,MIF_CD74_CD44,SCP259_N9,0.010461071753619,TRUE,10
1,20,0.05,T/NK,MIF_CD74_CD44,SCP259_N106,0.00729843539888055,TRUE,10
1,20,0.05,T/NK,MIF_CD74_CD44,SCP259_N111,0.00498567008942448,TRUE,10
1,20,0.05,T/NK,MIF_CD74_CD44,SCP259_N23,0.00498567008942448,TRUE,10
1,20,0.05,T/NK,MIF_CD74_CD44,SCP259_N24,0.00646714888629891,TRUE,10
1,20,0.05,T/NK,MIF_CD74_CD44,SCP259_N44,0.00729843539888055,TRUE,10
1,20,0.05,T/NK,MIF_CD74_CD44,SCP259_N49,0.00729843539888055,TRUE,10
1,20,0.05,T/NK,MIF_CD74_CD44,SCP259_N50,0.00729843539888055,TRUE,10
1,20,0.05,T/NK,MIF_CD74_CD44,SCP259_N539,0.00498567008942448,TRUE,10
1,20,0.05,T/NK,MIF_CD74_CD44,SCP259_N58,0.00498567008942448,TRUE,10
1,20,0.05,T/NK,MIF_CD74_CD44,SCP259_N661,0.00498567008942448,TRUE,10
1,20,0.05,T/NK,MIF_CD74_CD44,SCP259_N9,0.00729843539888055,TRUE,10
2,20,0.05,T/NK,MIF_CD74_CD44,SCP259_N106,0.0117664886380824,TRUE,10
2,20,0.05,T/NK,MIF_CD74_CD44,SCP259_N111,0.0093759243251424,TRUE,10
2,20,0.05,T/NK,MIF_CD74_CD44,SCP259_N23,0.0093759243251424,TRUE,10
2,20,0.05,T/NK,MIF_CD74_CD44,SCP259_N24,0.0117664886380824,TRUE,10
2,20,0.05,T/NK,MIF_CD74_CD44,SCP259_N44,0.0117664886380824,TRUE,10
2,20,0.05,T/NK,MIF_CD74_CD44,SCP259_N49,0.0117664886380824,TRUE,10
2,20,0.05,T/NK,MIF_CD74_CD44,SCP259_N50,0.0117664886380824,TRUE,10
2,20,0.05,T/NK,MIF_CD74_CD44,SCP259_N539,0.0093759243251424,TRUE,10
2,20,0.05,T/NK,MIF_CD74_CD44,SCP259_N58,0.0093759243251424,TRUE,10
2,20,0.05,T/NK,MIF_CD74_CD44,SCP259_N661,0.0093759243251424,TRUE,10
2,20,0.05,T/NK,MIF_CD74_CD44,SCP259_N9,0.010461071753619,TRUE,10
1,30,0.05,T/NK,MIF_CD74_CD44,SCP259_N106,0.00729843539888055,TRUE,10
1,30,0.05,T/NK,MIF_CD74_CD44,SCP259_N111,0.00498567008942448,TRUE,10
1,30,0.05,T/NK,MIF_CD74_CD44,SCP259_N23,0.00498567008942448,TRUE,10
1,30,0.05,T/NK,MIF_CD74_CD44,SCP259_N24,0.00646714888629891,TRUE,10
1,30,0.05,T/NK,MIF_CD74_CD44,SCP259_N44,0.00729843539888055,TRUE,10
1,30,0.05,T/NK,MIF_CD74_CD44,SCP259_N49,0.00729843539888055,TRUE,10
1,30,0.05,T/NK,MIF_CD74_CD44,SCP259_N50,0.00729843539888055,TRUE,10
1,30,0.05,T/NK,MIF_CD74_CD44,SCP259_N539,0.00498567008942448,TRUE,10
1,30,0.05,T/NK,MIF_CD74_CD44,SCP259_N58,0.00498567008942448,TRUE,10
1,30,0.05,T/NK,MIF_CD74_CD44,SCP259_N661,0.00498567008942448,TRUE,10
1,30,0.05,T/NK,MIF_CD74_CD44,SCP259_N9,0.00729843539888055,TRUE,10
2,30,0.05,T/NK,MIF_CD74_CD44,SCP259_N106,0.0106813412096058,TRUE,9
2,30,0.05,T/NK,MIF_CD74_CD44,SCP259_N111,0.00807050744067902,TRUE,9
2,30,0.05,T/NK,MIF_CD74_CD44,SCP259_N23,0.00807050744067902,TRUE,9
2,30,0.05,T/NK,MIF_CD74_CD44,SCP259_N24,0.0106813412096058,TRUE,9
2,30,0.05,T/NK,MIF_CD74_CD44,SCP259_N44,0.0106813412096058,TRUE,9
2,30,0.05,T/NK,MIF_CD74_CD44,SCP259_N49,0.0106813412096058,TRUE,9
2,30,0.05,T/NK,MIF_CD74_CD44,SCP259_N50,0.0106813412096058,TRUE,9
2,30,0.05,T/NK,MIF_CD74_CD44,SCP259_N58,0.00807050744067902,TRUE,9
2,30,0.05,T/NK,MIF_CD74_CD44,SCP259_N661,0.00807050744067902,TRUE,9
2,30,0.05,T/NK,MIF_CD74_CD44,SCP259_N9,0.00807050744067902,TRUE,9
1,10,0.1,T/NK,MIF_CD74_CD44,SCP259_N106,0.00758725935632313,TRUE,11
1,10,0.1,T/NK,MIF_CD74_CD44,SCP259_N111,0.00581695660200612,TRUE,11
1,10,0.1,T/NK,MIF_CD74_CD44,SCP259_N23,0.00581695660200612,TRUE,11
1,10,0.1,T/NK,MIF_CD74_CD44,SCP259_N24,0.00758725935632313,TRUE,11
1,10,0.1,T/NK,MIF_CD74_CD44,SCP259_N44,0.00758725935632313,TRUE,11
