gart_threshold,min_cells,expression_threshold,resource,method,source,ligand_complex,receptor_complex,median_difference,P,positive_donor_fraction,n_paired_donors,test,median_rank,rank_IQR,FDR,median_rank_family,rank_IQR_family,rank_consistency_positive,direction
2,30,0.2,consensus,GeometricMean,Myeloid,MIF,CD74_FAMILY,0.0653550624847412,0.078125,0.857142857142857,7,exact Wilcoxon signed-rank,,,0.100740131578947,39.5,40.5,0.857142857142857,positive
2,30,0.2,consensus,GeometricMean,Other epithelial,MIF,CD74_FAMILY,0.257933855056763,0.0029296875,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0182291666666667,11.5,33.75,0.909090909090909,positive
2,30,0.2,consensus,GeometricMean,T/NK,MIF,CD74_FAMILY,0.166648745536804,,0.8,5,not estimable: <6 paired donors,,,,12.5,21.5,0.8,not estimable
2,30,0.2,consensus,LIANA_consensus,Endothelial,MIF,CD74_FAMILY,0.196539310761199,0.005859375,0.9,10,exact Wilcoxon signed-rank,,,0.0223540145985401,29,36.125,0.9,positive
2,30,0.2,consensus,LIANA_consensus,Fibroblast,MIF,CD74_FAMILY,0.217656032816843,0.005859375,0.9,10,exact Wilcoxon signed-rank,,,0.0223540145985401,37.5,67.875,0.9,positive
2,30,0.2,consensus,LIANA_consensus,Myeloid,MIF,CD74_FAMILY,0.119970601158721,0.046875,0.857142857142857,7,exact Wilcoxon signed-rank,,,0.0698669201520913,28.5,45,0.857142857142857,positive
2,30,0.2,consensus,LIANA_consensus,Other epithelial,MIF,CD74_FAMILY,0.261214827372787,0.0029296875,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0182291666666667,8.5,16.75,0.909090909090909,positive
2,30,0.2,consensus,LIANA_consensus,T/NK,MIF,CD74_FAMILY,0.19106590253525,,0.8,5,not estimable: <6 paired donors,,,,8.5,11.5,0.8,not estimable
2,30,0.2,consensus,NATMI,Endothelial,MIF,CD74_FAMILY,0.531035244464874,0.005859375,0.9,10,exact Wilcoxon signed-rank,,,0.0220323741007194,34,38.375,0.9,positive
2,30,0.2,consensus,NATMI,Fibroblast,MIF,CD74_FAMILY,0.708553791046143,0.005859375,0.9,10,exact Wilcoxon signed-rank,,,0.0220323741007194,57,71.125,0.9,positive
2,30,0.2,consensus,NATMI,Myeloid,MIF,CD74_FAMILY,0.183971524238586,0.046875,0.857142857142857,7,exact Wilcoxon signed-rank,,,0.0673076923076923,33.5,38.5,0.857142857142857,positive
2,30,0.2,consensus,NATMI,Other epithelial,MIF,CD74_FAMILY,0.777216792106628,0.0029296875,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0182291666666667,9.5,14.25,0.909090909090909,positive
2,30,0.2,consensus,NATMI,T/NK,MIF,CD74_FAMILY,0.484054684638977,,0.8,5,not estimable: <6 paired donors,,,,12.5,15.5,0.8,not estimable
2,30,0.2,consensus,logFC,Endothelial,MIF,CD74_FAMILY,0.0130040487405801,0.625,0.6,10,exact Wilcoxon signed-rank,,,0.758809347181009,35.75,40.5,0.6,positive
2,30,0.2,consensus,logFC,Fibroblast,MIF,CD74_FAMILY,0.0130040487405801,0.625,0.6,10,exact Wilcoxon signed-rank,,,0.758809347181009,47.75,62.125,0.6,positive
2,30,0.2,consensus,logFC,Myeloid,MIF,CD74_FAMILY,-0.0265655193766412,1,0.428571428571429,7,exact Wilcoxon signed-rank,,,1,29,30.5,0.428571428571429,negative
2,30,0.2,consensus,logFC,Other epithelial,MIF,CD74_FAMILY,0.0254835584542729,0.365234375,0.636363636363636,11,exact Wilcoxon signed-rank,,,0.525,18.5,23.75,0.636363636363636,positive
2,30,0.2,consensus,logFC,T/NK,MIF,CD74_FAMILY,0.0254835584542729,,0.6,5,not estimable: <6 paired donors,,,,9.5,7.5,0.6,not estimable
